Year,State Name,Dist Name,BARLEY HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal)
1970,Karnataka,Hassan,-1.0,60.0,-1.0,-1.0,62.0,-1.0
1971,Karnataka,Hassan,-1.0,65.0,-1.0,-1.0,68.0,-1.0
1972,Karnataka,Hassan,-1.0,92.0,-1.0,80.0,74.0,-1.0
1973,Karnataka,Hassan,-1.0,121.9,-1.0,113.5,109.2,-1.0
1974,Karnataka,Hassan,-1.0,157.7,-1.0,148.5,119.9,-1.0
1975,Karnataka,Hassan,-1.0,82.3,-1.0,67.8,104.7,-1.0
1976,Karnataka,Hassan,-1.0,136.0,-1.0,-1.0,106.6,-1.0
1977,Karnataka,Hassan,-1.0,92.9,-1.0,78.7,89.8,-1.0
1978,Karnataka,Hassan,-1.0,82.5,-1.0,66.5,93.0,-1.0
1979,Karnataka,Hassan,-1.0,84.3,-1.0,81.0,102.3,-1.0
1980,Karnataka,Hassan,-1.0,144.4,-1.0,118.9,131.9,-1.0
1981,Karnataka,Hassan,-1.0,173.0,-1.0,135.7,157.7,-1.0
1982,Karnataka,Hassan,-1.0,139.9,-1.0,120.0,148.7,-1.0
1983,Karnataka,Hassan,-1.0,175.5,-1.0,-1.0,178.1,-1.0
1984,Karnataka,Hassan,-1.0,147.2,-1.0,141.0,165.2,-1.0
1985,Karnataka,Hassan,-1.0,166.9,-1.0,167.5,189.2,-1.0
1986,Karnataka,Hassan,-1.0,147.3,-1.0,-1.0,177.0,-1.0
1987,Karnataka,Hassan,-1.0,150.7,-1.0,149.8,197.9,-1.0
1988,Karnataka,Hassan,-1.0,203.0,-1.0,199.0,231.0,-1.0
1989,Karnataka,Hassan,-1.0,188.0,-1.0,162.0,227.0,-1.0
1990,Karnataka,Hassan,-1.0,190.0,-1.0,208.0,231.0,-1.0
1991,Karnataka,Hassan,-1.0,228.0,-1.0,266.0,349.0,-1.0
1992,Karnataka,Hassan,-1.0,286.0,-1.0,276.0,345.0,-1.0
1993,Karnataka,Hassan,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1994,Karnataka,Hassan,-1.0,275.0,-1.0,-1.0,397.0,-1.0
1995,Karnataka,Hassan,-1.0,-1.0,-1.0,-1.0,473.0,-1.0
1996,Karnataka,Hassan,-1.0,343.0,384.0,-1.0,460.0,-1.0
1997,Karnataka,Hassan,-1.0,293.0,372.0,399.0,398.0,706.0
1998,Karnataka,Hassan,-1.0,-1.0,-1.0,-1.0,513.0,-1.0
1999,Karnataka,Hassan,-1.0,-1.0,-1.0,-1.0,565.0,-1.0
2000,Karnataka,Hassan,-1.0,342.0,-1.0,-1.0,487.0,-1.0
2001,Karnataka,Hassan,-1.0,331.0,-1.0,-1.0,463.0,-1.0
2002,Karnataka,Hassan,-1.0,368.0,-1.0,-1.0,657.0,-1.0
2003,Karnataka,Hassan,-1.0,512.0,-1.0,-1.0,-1.0,-1.0
2004,Karnataka,Hassan,-1.0,414.0,483.0,-1.0,538.0,-1.0
2005,Karnataka,Hassan,-1.0,444.0,501.0,-1.0,652.0,-1.0
2006,Karnataka,Hassan,-1.0,538.0,284.0,-1.0,492.0,-1.0
2007,Karnataka,Hassan,-1.0,620.0,-1.0,-1.0,378.0,-1.0
2008,Karnataka,Hassan,-1.0,800.0,772.0,-1.0,844.0,-1.0
2009,Karnataka,Hassan,-1.0,866.0,822.0,-1.0,1001.0,-1.0
2010,Karnataka,Hassan,-1.0,-1.0,1018.0,-1.0,1007.0,-1.0
2011,Karnataka,Hassan,-1.0,941.0,1119.0,-1.0,998.0,-1.0
2012,Karnataka,Hassan,-1.0,1795.0,1390.0,-1.0,1206.0,-1.0
2013,Karnataka,Hassan,-1.0,1619.0,1289.0,-1.0,1244.0,-1.0
2014,Karnataka,Hassan,-1.0,1695.0,1401.0,-1.0,1369.0,-1.0
2015,Karnataka,Hassan,-1.0,1465.0,1428.0,-1.0,1517.0,-1.0
2016,Karnataka,Hassan,-1.0,2938.0,1435.0,-1.0,1857.0,-1.0
1966,Karnataka,Shimoge,-1.0,60.4,-1.0,-1.0,67.6,-1.0
1967,Karnataka,Shimoge,-1.0,80.5,-1.0,-1.0,71.0,-1.0
1968,Karnataka,Shimoge,-1.0,78.1,-1.0,-1.0,70.3,-1.0
1969,Karnataka,Shimoge,-1.0,68.4,-1.0,-1.0,55.2,-1.0
1970,Karnataka,Shimoge,-1.0,61.1,-1.0,-1.0,61.6,-1.0
1971,Karnataka,Shimoge,-1.0,70.6,-1.0,-1.0,70.2,-1.0
1972,Karnataka,Shimoge,-1.0,83.0,-1.0,76.0,76.0,-1.0
1973,Karnataka,Shimoge,-1.0,114.0,-1.0,88.0,101.0,-1.0
1974,Karnataka,Shimoge,-1.0,161.6,-1.0,147.3,120.6,-1.0
1975,Karnataka,Shimoge,-1.0,83.3,-1.0,63.2,98.0,-1.0
1976,Karnataka,Shimoge,-1.0,118.0,-1.0,111.3,99.6,-1.0
1977,Karnataka,Shimoge,-1.0,93.6,-1.0,73.6,93.2,-1.0
1978,Karnataka,Shimoge,-1.0,77.1,-1.0,67.4,96.8,-1.0
1979,Karnataka,Shimoge,-1.0,83.1,-1.0,89.3,103.1,-1.0
1980,Karnataka,Shimoge,-1.0,132.7,-1.0,110.2,120.3,-1.0
1981,Karnataka,Shimoge,-1.0,-1.0,-1.0,145.0,140.1,-1.0
1982,Karnataka,Shimoge,-1.0,128.7,-1.0,160.5,141.1,-1.0
1983,Karnataka,Shimoge,-1.0,152.9,-1.0,196.8,179.8,-1.0
1984,Karnataka,Shimoge,-1.0,135.3,-1.0,224.4,154.5,-1.0
1985,Karnataka,Shimoge,-1.0,-1.0,-1.0,224.6,190.2,-1.0
1986,Karnataka,Shimoge,-1.0,135.4,-1.0,259.5,174.5,-1.0
1987,Karnataka,Shimoge,-1.0,-1.0,-1.0,234.7,203.4,-1.0
1988,Karnataka,Shimoge,-1.0,-1.0,-1.0,431.0,241.0,-1.0
1989,Karnataka,Shimoge,-1.0,-1.0,-1.0,262.0,229.0,-1.0
1990,Karnataka,Shimoge,-1.0,-1.0,-1.0,245.0,231.0,-1.0
1991,Karnataka,Shimoge,-1.0,235.0,-1.0,-1.0,329.0,-1.0
1992,Karnataka,Shimoge,-1.0,282.0,-1.0,-1.0,319.0,-1.0
1993,Karnataka,Shimoge,-1.0,-1.0,232.0,-1.0,322.0,-1.0
1994,Karnataka,Shimoge,-1.0,-1.0,-1.0,-1.0,426.0,-1.0
1995,Karnataka,Shimoge,-1.0,-1.0,-1.0,-1.0,462.0,-1.0
1996,Karnataka,Shimoge,-1.0,359.0,-1.0,475.0,520.0,-1.0
1997,Karnataka,Shimoge,-1.0,349.0,372.0,399.0,473.0,706.0
1998,Karnataka,Shimoge,-1.0,-1.0,-1.0,-1.0,539.0,-1.0
1999,Karnataka,Shimoge,-1.0,-1.0,-1.0,-1.0,597.0,-1.0
2000,Karnataka,Shimoge,-1.0,-1.0,422.0,-1.0,474.0,-1.0
2001,Karnataka,Shimoge,-1.0,501.0,470.0,-1.0,542.0,-1.0
2002,Karnataka,Shimoge,-1.0,615.0,479.0,-1.0,587.0,-1.0
2003,Karnataka,Shimoge,-1.0,-1.0,494.0,-1.0,640.0,-1.0
2004,Karnataka,Shimoge,-1.0,551.0,512.0,-1.0,530.0,-1.0
2005,Karnataka,Shimoge,-1.0,575.0,580.0,-1.0,560.0,-1.0
2006,Karnataka,Shimoge,-1.0,529.0,660.0,-1.0,602.0,-1.0
2007,Karnataka,Shimoge,-1.0,874.0,-1.0,-1.0,696.0,-1.0
2008,Karnataka,Shimoge,-1.0,859.0,847.0,-1.0,781.0,-1.0
2009,Karnataka,Shimoge,-1.0,860.0,758.0,-1.0,793.0,-1.0
2010,Karnataka,Shimoge,-1.0,-1.0,879.0,-1.0,1085.0,-1.0
2011,Karnataka,Shimoge,-1.0,-1.0,1045.0,-1.0,1130.0,-1.0
2012,Karnataka,Shimoge,-1.0,-1.0,1300.0,-1.0,1412.0,-1.0
2013,Karnataka,Shimoge,-1.0,-1.0,1259.0,-1.0,1460.0,-1.0
2014,Karnataka,Shimoge,-1.0,-1.0,1189.0,-1.0,1170.0,-1.0
2015,Karnataka,Shimoge,-1.0,-1.0,1381.0,-1.0,-1.0,-1.0
2016,Karnataka,Shimoge,-1.0,-1.0,1555.0,-1.0,-1.0,-1.0
1966,Karnataka,Chickmagalur,-1.0,73.4,-1.0,-1.0,57.1,-1.0
1967,Karnataka,Chickmagalur,-1.0,88.8,-1.0,-1.0,70.2,-1.0
1968,Karnataka,Chickmagalur,-1.0,72.5,-1.0,-1.0,61.6,-1.0
1969,Karnataka,Chickmagalur,-1.0,69.7,-1.0,-1.0,51.3,-1.0
1970,Karnataka,Chickmagalur,-1.0,60.9,-1.0,-1.0,54.4,-1.0
1971,Karnataka,Chickmagalur,-1.0,62.9,-1.0,-1.0,66.6,-1.0
1972,Karnataka,Chickmagalur,-1.0,94.2,-1.0,107.5,76.8,-1.0
1973,Karnataka,Chickmagalur,-1.0,116.4,-1.0,115.9,102.4,-1.0
1974,Karnataka,Chickmagalur,-1.0,142.4,-1.0,156.0,118.3,-1.0
1975,Karnataka,Chickmagalur,-1.0,75.8,-1.0,101.5,89.5,-1.0
1976,Karnataka,Chickmagalur,-1.0,126.3,-1.0,124.9,98.8,-1.0
1977,Karnataka,Chickmagalur,-1.0,87.8,-1.0,82.1,82.7,-1.0
1978,Karnataka,Chickmagalur,-1.0,84.2,-1.0,84.4,92.7,-1.0
1979,Karnataka,Chickmagalur,-1.0,85.8,-1.0,88.4,97.1,-1.0
1980,Karnataka,Chickmagalur,-1.0,129.1,-1.0,115.3,119.8,-1.0
1981,Karnataka,Chickmagalur,-1.0,119.9,-1.0,112.9,132.2,-1.0
1982,Karnataka,Chickmagalur,-1.0,-1.0,-1.0,115.0,134.3,-1.0
1983,Karnataka,Chickmagalur,-1.0,-1.0,146.0,141.7,-1.0,-1.0
1984,Karnataka,Chickmagalur,-1.0,146.9,166.5,-1.0,175.1,-1.0
1985,Karnataka,Chickmagalur,-1.0,167.1,215.0,165.0,195.0,-1.0
1986,Karnataka,Chickmagalur,-1.0,149.5,-1.0,149.3,174.0,-1.0
1987,Karnataka,Chickmagalur,-1.0,-1.0,-1.0,156.0,197.0,-1.0
1988,Karnataka,Chickmagalur,-1.0,202.0,-1.0,202.0,240.0,-1.0
1989,Karnataka,Chickmagalur,-1.0,210.0,-1.0,225.0,230.0,-1.0
1990,Karnataka,Chickmagalur,-1.0,215.0,-1.0,240.0,250.0,-1.0
1991,Karnataka,Chickmagalur,-1.0,225.0,-1.0,268.0,310.0,-1.0
1992,Karnataka,Chickmagalur,-1.0,-1.0,-1.0,326.0,337.0,-1.0
1993,Karnataka,Chickmagalur,-1.0,-1.0,-1.0,285.0,331.0,-1.0
1994,Karnataka,Chickmagalur,-1.0,302.0,-1.0,422.0,437.0,-1.0
1995,Karnataka,Chickmagalur,-1.0,358.0,-1.0,451.0,456.0,-1.0
1996,Karnataka,Chickmagalur,-1.0,330.0,-1.0,417.0,487.0,-1.0
1997,Karnataka,Chickmagalur,-1.0,349.0,372.0,399.0,472.0,706.0
1998,Karnataka,Chickmagalur,-1.0,-1.0,-1.0,436.0,522.0,-1.0
1999,Karnataka,Chickmagalur,-1.0,450.0,-1.0,430.0,526.0,-1.0
2000,Karnataka,Chickmagalur,-1.0,435.0,-1.0,458.0,462.0,-1.0
2001,Karnataka,Chickmagalur,-1.0,-1.0,-1.0,-1.0,549.0,-1.0
2002,Karnataka,Chickmagalur,-1.0,-1.0,-1.0,499.0,699.0,-1.0
2003,Karnataka,Chickmagalur,-1.0,521.0,-1.0,554.0,616.0,-1.0
2004,Karnataka,Chickmagalur,-1.0,480.0,-1.0,572.0,579.0,-1.0
2005,Karnataka,Chickmagalur,-1.0,536.0,-1.0,606.0,640.0,-1.0
2006,Karnataka,Chickmagalur,-1.0,600.0,-1.0,513.0,581.0,-1.0
2007,Karnataka,Chickmagalur,-1.0,-1.0,-1.0,670.0,840.0,-1.0
2008,Karnataka,Chickmagalur,-1.0,751.0,765.0,769.0,945.0,-1.0
2009,Karnataka,Chickmagalur,-1.0,751.0,1005.0,-1.0,945.0,-1.0
2010,Karnataka,Chickmagalur,-1.0,-1.0,936.0,2067.0,994.0,-1.0
2011,Karnataka,Chickmagalur,-1.0,632.0,980.0,-1.0,924.0,-1.0
2012,Karnataka,Chickmagalur,-1.0,1588.0,1243.0,-1.0,1131.0,-1.0
2013,Karnataka,Chickmagalur,-1.0,1537.0,1305.0,-1.0,1251.0,-1.0
2014,Karnataka,Chickmagalur,-1.0,1483.0,1106.0,-1.0,1192.0,-1.0
2015,Karnataka,Chickmagalur,-1.0,1397.0,1396.0,1900.0,1508.0,-1.0
2016,Karnataka,Chickmagalur,-1.0,2183.0,1458.0,2379.0,2519.0,-1.0
1966,Karnataka,Chitradurga,-1.0,71.3,-1.0,65.8,70.1,-1.0
1967,Karnataka,Chitradurga,-1.0,79.8,-1.0,76.8,69.7,-1.0
1968,Karnataka,Chitradurga,-1.0,74.5,-1.0,74.7,76.3,-1.0
1969,Karnataka,Chitradurga,-1.0,66.6,-1.0,63.1,61.4,-1.0
1970,Karnataka,Chitradurga,-1.0,57.1,-1.0,64.3,67.3,-1.0
1971,Karnataka,Chitradurga,-1.0,66.1,-1.0,68.9,70.5,-1.0
1972,Karnataka,Chitradurga,-1.0,89.0,-1.0,93.0,95.1,-1.0
1973,Karnataka,Chitradurga,-1.0,117.4,-1.0,127.3,104.9,-1.0
1974,Karnataka,Chitradurga,-1.0,148.6,-1.0,138.6,127.1,-1.0
1975,Karnataka,Chitradurga,-1.0,58.4,71.7,89.2,111.0,-1.0
1976,Karnataka,Chitradurga,-1.0,125.7,108.1,137.3,114.4,-1.0
1977,Karnataka,Chitradurga,-1.0,79.9,93.3,75.8,100.8,-1.0
1978,Karnataka,Chitradurga,-1.0,79.0,90.6,76.7,93.0,-1.0
1979,Karnataka,Chitradurga,-1.0,92.8,96.8,95.2,102.4,-1.0
1980,Karnataka,Chitradurga,-1.0,128.4,122.8,131.4,117.3,-1.0
1981,Karnataka,Chitradurga,-1.0,126.9,151.0,156.0,115.5,-1.0
1982,Karnataka,Chitradurga,-1.0,-1.0,-1.0,150.9,-1.0,-1.0
1983,Karnataka,Chitradurga,-1.0,157.9,-1.0,157.0,177.5,-1.0
1984,Karnataka,Chitradurga,-1.0,175.0,-1.0,232.6,170.0,-1.0
1985,Karnataka,Chitradurga,-1.0,167.1,215.0,180.6,195.0,-1.0
1986,Karnataka,Chitradurga,-1.0,148.9,-1.0,149.8,190.0,-1.0
1987,Karnataka,Chitradurga,-1.0,162.0,186.8,159.6,203.7,-1.0
1988,Karnataka,Chitradurga,-1.0,206.0,193.0,237.0,227.0,-1.0
1989,Karnataka,Chitradurga,-1.0,196.0,196.0,269.0,214.0,-1.0
1990,Karnataka,Chitradurga,-1.0,191.0,220.0,210.0,235.0,-1.0
1991,Karnataka,Chitradurga,-1.0,269.0,302.0,-1.0,333.0,-1.0
1992,Karnataka,Chitradurga,-1.0,298.0,-1.0,200.0,329.0,538.0
1993,Karnataka,Chitradurga,-1.0,-1.0,247.0,-1.0,-1.0,-1.0
1994,Karnataka,Chitradurga,-1.0,298.0,-1.0,-1.0,488.0,-1.0
1995,Karnataka,Chitradurga,-1.0,-1.0,-1.0,634.0,478.0,-1.0
1996,Karnataka,Chitradurga,-1.0,347.0,388.0,460.0,501.0,-1.0
1997,Karnataka,Chitradurga,-1.0,373.0,372.0,396.0,467.0,713.0
1998,Karnataka,Chitradurga,-1.0,415.0,-1.0,383.0,637.0,-1.0
1999,Karnataka,Chitradurga,-1.0,438.0,-1.0,-1.0,609.0,-1.0
2000,Karnataka,Chitradurga,-1.0,360.0,-1.0,-1.0,-1.0,-1.0
2001,Karnataka,Chitradurga,-1.0,-1.0,406.0,350.0,468.0,-1.0
2002,Karnataka,Chitradurga,-1.0,463.0,510.0,522.0,703.0,-1.0
2003,Karnataka,Chitradurga,-1.0,-1.0,506.0,-1.0,-1.0,-1.0
2004,Karnataka,Chitradurga,-1.0,460.0,464.0,520.0,635.0,-1.0
2005,Karnataka,Chitradurga,-1.0,482.0,478.0,515.0,671.0,-1.0
2006,Karnataka,Chitradurga,-1.0,595.0,586.0,616.0,625.0,-1.0
2007,Karnataka,Chitradurga,-1.0,773.0,-1.0,651.0,378.0,-1.0
2008,Karnataka,Chitradurga,-1.0,766.0,762.0,664.0,768.0,-1.0
2009,Karnataka,Chitradurga,-1.0,734.0,811.0,-1.0,-1.0,-1.0
2010,Karnataka,Chitradurga,-1.0,-1.0,949.0,-1.0,998.0,-1.0
2011,Karnataka,Chitradurga,-1.0,838.0,926.0,-1.0,-1.0,-1.0
2012,Karnataka,Chitradurga,-1.0,1735.0,1115.0,-1.0,-1.0,-1.0
2013,Karnataka,Chitradurga,-1.0,1629.0,1064.0,-1.0,-1.0,-1.0
2014,Karnataka,Chitradurga,-1.0,1161.0,1235.0,-1.0,1100.0,1465.0
2015,Karnataka,Chitradurga,-1.0,1422.0,1444.0,-1.0,-1.0,1465.0
2016,Karnataka,Chitradurga,-1.0,2287.5,1608.0,-1.0,1100.0,-1.0
1966,Karnataka,Bellary,-1.0,-1.0,-1.0,62.6,55.5,-1.0
1967,Karnataka,Bellary,-1.0,61.3,-1.0,73.2,72.0,-1.0
1968,Karnataka,Bellary,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1969,Karnataka,Bellary,-1.0,-1.0,-1.0,62.5,60.6,-1.0
1970,Karnataka,Bellary,-1.0,-1.0,-1.0,58.4,66.6,-1.0
1971,Karnataka,Bellary,-1.0,-1.0,-1.0,67.2,76.3,-1.0
1972,Karnataka,Bellary,-1.0,-1.0,82.6,86.7,82.0,-1.0
1973,Karnataka,Bellary,-1.0,-1.0,79.8,100.4,88.6,-1.0
1974,Karnataka,Bellary,-1.0,-1.0,121.5,151.4,143.1,-1.0
1975,Karnataka,Bellary,-1.0,-1.0,85.0,90.9,111.5,-1.0
1976,Karnataka,Bellary,-1.0,-1.0,85.0,114.6,108.4,-1.0
1977,Karnataka,Bellary,-1.0,-1.0,95.0,69.4,99.4,-1.0
1978,Karnataka,Bellary,-1.0,-1.0,80.6,83.8,72.6,-1.0
1979,Karnataka,Bellary,-1.0,-1.0,91.0,88.0,88.0,-1.0
1980,Karnataka,Bellary,-1.0,-1.0,109.0,123.0,119.1,-1.0
1981,Karnataka,Bellary,-1.0,-1.0,126.0,179.0,140.0,-1.0
1982,Karnataka,Bellary,-1.0,-1.0,134.4,115.8,160.8,-1.0
1983,Karnataka,Bellary,-1.0,-1.0,122.4,161.8,182.2,-1.0
1984,Karnataka,Bellary,-1.0,151.3,220.0,185.6,168.8,-1.0
1985,Karnataka,Bellary,-1.0,-1.0,180.0,169.9,163.9,-1.0
1986,Karnataka,Bellary,-1.0,-1.0,176.0,169.0,166.9,-1.0
1987,Karnataka,Bellary,-1.0,-1.0,-1.0,177.0,177.0,-1.0
1988,Karnataka,Bellary,-1.0,-1.0,207.0,305.0,214.0,-1.0
1989,Karnataka,Bellary,-1.0,-1.0,188.0,169.0,-1.0,-1.0
1990,Karnataka,Bellary,-1.0,-1.0,189.0,213.0,-1.0,-1.0
1991,Karnataka,Bellary,-1.0,241.0,317.0,314.0,-1.0,441.0
1992,Karnataka,Bellary,-1.0,-1.0,-1.0,244.0,-1.0,481.0
1993,Karnataka,Bellary,-1.0,-1.0,280.0,281.0,-1.0,-1.0
1994,Karnataka,Bellary,-1.0,-1.0,382.0,456.0,-1.0,-1.0
1995,Karnataka,Bellary,-1.0,-1.0,393.0,-1.0,-1.0,607.0
1996,Karnataka,Bellary,-1.0,335.0,419.0,430.0,623.0,627.0
1997,Karnataka,Bellary,-1.0,349.0,372.0,399.0,466.0,706.0
1998,Karnataka,Bellary,-1.0,-1.0,-1.0,494.0,-1.0,-1.0
1999,Karnataka,Bellary,-1.0,-1.0,-1.0,-1.0,-1.0,866.0
2000,Karnataka,Bellary,-1.0,345.0,355.0,-1.0,538.0,909.0
2001,Karnataka,Bellary,-1.0,331.0,411.0,419.0,538.0,826.0
2002,Karnataka,Bellary,-1.0,366.0,496.0,535.0,-1.0,860.0
2003,Karnataka,Bellary,-1.0,553.0,489.0,549.0,800.0,827.0
2004,Karnataka,Bellary,-1.0,-1.0,545.0,480.0,801.0,-1.0
2005,Karnataka,Bellary,-1.0,-1.0,544.0,473.0,804.0,-1.0
2006,Karnataka,Bellary,-1.0,653.0,653.0,701.0,746.0,1005.0
2007,Karnataka,Bellary,-1.0,642.0,730.0,709.0,942.0,1019.0
2008,Karnataka,Bellary,-1.0,715.0,789.0,801.0,1138.0,1020.0
2009,Karnataka,Bellary,-1.0,730.0,800.0,1053.0,1076.0,-1.0
2010,Karnataka,Bellary,-1.0,-1.0,886.0,-1.0,966.0,-1.0
2011,Karnataka,Bellary,-1.0,862.0,1127.0,2933.0,-1.0,-1.0
2012,Karnataka,Bellary,-1.0,-1.0,1280.0,-1.0,-1.0,-1.0
2013,Karnataka,Bellary,-1.0,1355.0,1230.0,-1.0,-1.0,-1.0
2014,Karnataka,Bellary,-1.0,1271.0,1175.0,-1.0,-1.0,-1.0
2015,Karnataka,Bellary,-1.0,1375.0,1423.0,1427.0,1476.0,-1.0
2016,Karnataka,Bellary,-1.0,1784.0,1504.0,1749.33,1913.5,-1.0
1966,Karnataka,Dharwad,-1.0,-1.0,-1.0,68.4,65.6,135.4
1967,Karnataka,Dharwad,-1.0,-1.0,-1.0,74.0,75.3,121.5
1968,Karnataka,Dharwad,-1.0,-1.0,-1.0,72.5,74.0,119.0
1969,Karnataka,Dharwad,-1.0,-1.0,-1.0,74.0,64.5,93.0
1970,Karnataka,Dharwad,-1.0,-1.0,-1.0,79.3,68.7,101.2
1971,Karnataka,Dharwad,-1.0,-1.0,-1.0,68.5,74.0,103.1
1972,Karnataka,Dharwad,-1.0,82.4,-1.0,106.5,92.7,130.6
1973,Karnataka,Dharwad,-1.0,104.0,-1.0,93.5,108.0,240.0
1974,Karnataka,Dharwad,-1.0,-1.0,-1.0,120.1,120.1,192.6
1975,Karnataka,Dharwad,-1.0,86.3,-1.0,124.8,107.2,151.5
1976,Karnataka,Dharwad,-1.0,100.7,-1.0,126.3,101.0,194.5
1977,Karnataka,Dharwad,-1.0,86.7,-1.0,123.7,90.4,171.1
1978,Karnataka,Dharwad,-1.0,75.4,-1.0,125.6,91.3,184.5
1979,Karnataka,Dharwad,-1.0,78.0,-1.0,112.0,97.0,174.0
1980,Karnataka,Dharwad,-1.0,111.3,-1.0,153.6,124.9,198.6
1981,Karnataka,Dharwad,-1.0,127.3,-1.0,131.0,137.0,210.1
1982,Karnataka,Dharwad,-1.0,126.4,-1.0,139.2,132.8,246.2
1983,Karnataka,Dharwad,-1.0,153.7,-1.0,155.8,175.8,253.9
1984,Karnataka,Dharwad,-1.0,148.1,-1.0,167.3,157.5,223.9
1985,Karnataka,Dharwad,-1.0,-1.0,-1.0,196.8,205.7,287.8
1986,Karnataka,Dharwad,-1.0,132.0,-1.0,-1.0,195.8,284.3
1987,Karnataka,Dharwad,-1.0,-1.0,170.0,194.0,197.0,273.3
1988,Karnataka,Dharwad,-1.0,-1.0,184.0,346.0,224.0,389.0
1989,Karnataka,Dharwad,-1.0,189.0,178.0,311.0,228.0,319.0
1990,Karnataka,Dharwad,-1.0,-1.0,194.0,280.0,249.0,457.0
1991,Karnataka,Dharwad,-1.0,-1.0,-1.0,-1.0,281.0,500.0
1992,Karnataka,Dharwad,-1.0,282.0,-1.0,375.0,318.0,435.0
1993,Karnataka,Dharwad,-1.0,-1.0,216.0,251.0,331.0,-1.0
1994,Karnataka,Dharwad,-1.0,314.0,-1.0,342.0,401.0,480.0
1995,Karnataka,Dharwad,-1.0,352.0,390.0,629.0,406.0,-1.0
1996,Karnataka,Dharwad,-1.0,378.0,406.0,502.0,508.0,650.0
1997,Karnataka,Dharwad,-1.0,313.0,372.0,537.0,480.0,706.0
1998,Karnataka,Dharwad,-1.0,283.0,391.0,803.0,483.0,866.0
1999,Karnataka,Dharwad,-1.0,-1.0,-1.0,800.0,551.0,752.0
2000,Karnataka,Dharwad,-1.0,-1.0,-1.0,499.0,543.0,771.0
2001,Karnataka,Dharwad,-1.0,-1.0,486.0,545.0,530.0,787.0
2002,Karnataka,Dharwad,-1.0,-1.0,-1.0,597.0,522.0,782.0
2003,Karnataka,Dharwad,-1.0,-1.0,-1.0,502.0,-1.0,-1.0
2004,Karnataka,Dharwad,-1.0,-1.0,502.0,603.0,-1.0,908.0
2005,Karnataka,Dharwad,-1.0,-1.0,516.0,606.0,-1.0,785.0
2006,Karnataka,Dharwad,-1.0,530.0,688.0,658.0,603.0,1069.0
2007,Karnataka,Dharwad,-1.0,-1.0,751.0,1030.0,378.0,1187.0
2008,Karnataka,Dharwad,-1.0,-1.0,789.0,851.0,913.0,1218.0
2009,Karnataka,Dharwad,-1.0,-1.0,776.0,860.0,985.0,1431.0
2010,Karnataka,Dharwad,-1.0,-1.0,949.0,1311.0,1124.0,1305.0
2011,Karnataka,Dharwad,-1.0,-1.0,1020.0,1974.0,959.0,1394.0
2012,Karnataka,Dharwad,-1.0,-1.0,1578.0,1701.0,1380.0,2121.0
2013,Karnataka,Dharwad,-1.0,-1.0,1130.0,-1.0,1102.0,1768.0
2014,Karnataka,Dharwad,-1.0,-1.0,1043.0,2323.0,-1.0,1571.0
2015,Karnataka,Dharwad,-1.0,-1.0,1368.0,1520.0,-1.0,1647.0
2016,Karnataka,Dharwad,-1.0,-1.0,1365.0,2036.0,-1.0,2080.0
1966,Karnataka,Belgaum,-1.0,-1.0,57.5,62.5,57.7,125.9
1967,Karnataka,Belgaum,-1.0,-1.0,66.5,81.5,72.5,137.0
1968,Karnataka,Belgaum,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1969,Karnataka,Belgaum,-1.0,-1.0,49.3,63.6,62.5,86.2
1970,Karnataka,Belgaum,-1.0,-1.0,61.0,86.3,66.6,100.1
1971,Karnataka,Belgaum,-1.0,-1.0,69.2,90.1,70.7,97.7
1972,Karnataka,Belgaum,-1.0,98.1,88.8,114.6,95.1,147.1
1973,Karnataka,Belgaum,-1.0,118.5,111.8,133.3,113.2,220.4
1974,Karnataka,Belgaum,-1.0,156.2,154.8,166.4,127.3,188.4
1975,Karnataka,Belgaum,-1.0,114.9,81.2,134.1,120.1,116.3
1976,Karnataka,Belgaum,-1.0,-1.0,119.8,117.1,114.8,165.5
1977,Karnataka,Belgaum,-1.0,107.5,100.0,104.6,105.1,163.1
1978,Karnataka,Belgaum,-1.0,76.6,84.0,84.3,97.7,161.8
1979,Karnataka,Belgaum,-1.0,108.2,96.2,100.6,93.2,181.8
1980,Karnataka,Belgaum,-1.0,114.1,110.7,174.7,106.3,247.4
1981,Karnataka,Belgaum,-1.0,134.7,162.3,134.6,126.2,251.2
1982,Karnataka,Belgaum,-1.0,114.6,132.1,132.0,135.7,261.8
1983,Karnataka,Belgaum,-1.0,134.8,142.0,189.2,157.1,295.5
1984,Karnataka,Belgaum,-1.0,-1.0,145.0,215.6,156.3,236.8
1985,Karnataka,Belgaum,-1.0,175.3,200.4,214.1,204.3,349.2
1986,Karnataka,Belgaum,-1.0,181.8,161.4,-1.0,176.8,319.9
1987,Karnataka,Belgaum,-1.0,201.8,171.9,230.0,201.0,303.3
1988,Karnataka,Belgaum,-1.0,-1.0,191.0,327.0,263.0,394.0
